Date,Machine_ID,Problem_Type,Service_Status,Cost,Hours
2020-04-21,MCH-4339,Sensor Error,In Progress,6362.63,6
2023-01-08,MCH-1609,Software Crash,Completed,35857.91,1
2022-10-02,MCH-1320,Sensor Error,In Progress,37101.34,8
2020-02-01,MCH-2113,Mechanical Jam,Cancelled,18373.19,12
2024-09-25,MCH-1637,Mechanical Jam,Completed,21319.09,9
2024-10-06,MCH-1909,Sensor Error,In Progress,9482.37,1
2020-02-09,MCH-7910,Mechanical Jam,In Progress,19612.32,4
2023-07-29,MCH-5302,Sensor Error,In Progress,13548.64,4
2020-04-08,MCH-1246,Power Failure,Cancelled,14488.64,3
2020-04-21,MCH-6349,Overheating,In Progress,4471.08,12
2022-04-06,MCH-9180,Wear and Tear,Cancelled,1304.05,8
2024-06-06,MCH-4383,Power Failure,In Progress,16080.67,2
2020-09-16,MCH-7619,Overheating,In Progress,45892.46,3
2025-10-02,MCH-3914,Software Crash,Completed,46747.05,4
2025-02-02,MCH-2446,Power Failure,In Progress,11463.65,7
2021-02-11,MCH-4299,Power Failure,In Progress,28226.07,9
2022-11-09,MCH-4871,Power Failure,In Progress,46117.53,8
2025-11-29,MCH-2725,Mechanical Jam,Pending,11527.62,4
2021-01-08,MCH-1436,Overheating,Completed,5558.64,8
2021-08-20,MCH-5854,Calibration Issue,Cancelled,28431.57,12
2020-03-16,MCH-2309,Software Crash,In Progress,32008.09,6
2020-11-17,MCH-8858,Power Failure,Completed,4763.33,11
2022-02-08,MCH-5459,Leakage,Pending,43834.28,11
2024-02-12,MCH-2219,Leakage,Cancelled,19296.4,2
2023-08-06,MCH-5245,Mechanical Jam,Cancelled,25732.87,5
2024-06-15,MCH-1300,Calibration Issue,Cancelled,38576.01,9
2021-08-25,MCH-2698,Overheating,In Progress,49735.9,9
2024-02-10,MCH-4361,Mechanical Jam,In Progress,11585.65,3
2023-05-25,MCH-9708,Leakage,Pending,33882.9,7
2020-10-02,MCH-2069,Sensor Error,Completed,45993.38,10
2025-01-09,MCH-3958,Mechanical Jam,Completed,21238.64,10
2024-12-14,MCH-1176,Leakage,Completed,47258.24,6
2022-10-07,MCH-1478,Software Crash,In Progress,49056.85,9
2023-11-09,MCH-6649,Calibration Issue,Pending,23045.19,8
2021-05-31,MCH-5999,Sensor Error,Completed,14982.99,4
2021-12-04,MCH-5701,Power Failure,Pending,17406.51,10
2025-07-28,MCH-2581,Overheating,Cancelled,34381.64,1
2025-12-29,MCH-5616,Calibration Issue,In Progress,2385.79,12
2023-03-08,MCH-2085,Power Failure,Cancelled,44020.01,12
2020-08-06,MCH-9203,Leakage,Cancelled,8176.11,1
2023-07-24,MCH-2318,Sensor Error,In Progress,20062.46,12
2023-06-05,MCH-9299,Leakage,Completed,19294.82,10
2022-09-03,MCH-4860,Calibration Issue,Cancelled,46129.48,8
2025-11-13,MCH-6067,Power Failure,Cancelled,17915.87,2
2025-05-31,MCH-5742,Mechanical Jam,In Progress,5685.84,8
2023-02-26,MCH-8804,Software Crash,Completed,34125.58,7
2023-08-21,MCH-8639,Calibration Issue,Completed,38621.57,4
2022-08-21,MCH-2769,Mechanical Jam,Cancelled,42839.97,12
2024-03-27,MCH-7256,Calibration Issue,Pending,3327.56,7
2024-12-08,MCH-4838,Mechanical Jam,In Progress,16911.09,9
2024-09-19,MCH-3790,Software Crash,Completed,32573.05,5
2024-09-23,MCH-7407,Software Crash,Completed,25175.59,2
2022-06-07,MCH-5709,Calibration Issue,In Progress,29259.38,11
2022-06-16,MCH-9207,Sensor Error,Completed,43454.25,6
2020-10-24,MCH-9810,Sensor Error,Pending,42591.48,8
2023-07-29,MCH-1551,Software Crash,In Progress,9361.83,12
2023-09-26,MCH-7242,Mechanical Jam,Pending,40824.12,7
2023-03-04,MCH-3856,Wear and Tear,Completed,46112.58,11
2025-12-02,MCH-8319,Power Failure,In Progress,21563.71,3
2023-07-08,MCH-2800,Leakage,Cancelled,10168.53,1
2022-08-16,MCH-5531,Power Failure,In Progress,19928.67,3
2025-02-07,MCH-5426,Mechanical Jam,In Progress,40062.77,12
2021-02-08,MCH-3611,Mechanical Jam,Completed,13165.75,2
2023-11-07,MCH-8972,Power Failure,In Progress,49876.56,4
2022-05-13,MCH-7934,Leakage,Completed,9738.26,9
2020-09-07,MCH-6126,Sensor Error,Completed,29355.75,12
2025-02-04,MCH-5159,Wear and Tear,Pending,39988.56,11
2022-09-29,MCH-7621,Power Failure,Completed,10069.43,11
2021-05-12,MCH-9765,Software Crash,Pending,19104.46,7
2022-01-15,MCH-9417,Overheating,In Progress,21206.43,3
2020-02-05,MCH-1531,Calibration Issue,Completed,8012.71,7
2022-02-09,MCH-6731,Sensor Error,Cancelled,48482.97,12
2020-11-05,MCH-5724,Overheating,In Progress,29144.43,10
2023-08-25,MCH-8245,Software Crash,Cancelled,43485.63,1
2021-06-08,MCH-3846,Mechanical Jam,Cancelled,44659.82,12
2025-01-04,MCH-8587,Calibration Issue,Pending,45935.42,7
2024-03-25,MCH-8133,Mechanical Jam,Cancelled,10010.99,12
2024-04-05,MCH-6751,Overheating,Completed,16053.97,12
2023-11-05,MCH-7044,Overheating,Completed,41039.84,8
2023-12-18,MCH-4868,Power Failure,Completed,36442.71,1
2021-04-22,MCH-7327,Calibration Issue,Pending,26634.88,10
2020-11-18,MCH-7021,Sensor Error,In Progress,40898.22,10
2024-05-26,MCH-4387,Wear and Tear,In Progress,49179.53,4
2022-07-14,MCH-5921,Calibration Issue,Completed,10785.6,5
2022-11-25,MCH-2952,Leakage,Cancelled,24900.81,1
2022-07-23,MCH-7678,Wear and Tear,Completed,35334.5,9
2022-12-12,MCH-4349,Calibration Issue,Cancelled,43130.34,6
2025-08-14,MCH-3695,Overheating,Pending,12686.49,4
2021-07-13,MCH-5185,Sensor Error,In Progress,22618.16,10
2022-08-04,MCH-1404,Leakage,Pending,2676.0,11
2024-10-22,MCH-3689,Overheating,Pending,40382.88,5
2024-04-03,MCH-8104,Calibration Issue,Completed,36788.94,7
2022-12-23,MCH-3354,Calibration Issue,In Progress,1669.11,10
2020-09-01,MCH-5183,Overheating,Pending,5906.55,11
2021-08-23,MCH-1950,Calibration Issue,In Progress,10725.47,12
2020-11-14,MCH-1238,Software Crash,Cancelled,34854.79,6
2024-08-01,MCH-7162,Sensor Error,Pending,48566.82,3
2020-03-10,MCH-1344,Power Failure,Cancelled,18179.7,10
2025-05-16,MCH-2481,Leakage,Completed,22928.06,7
2020-04-15,MCH-9770,Sensor Error,Pending,20381.27,3
2020-12-21,MCH-5428,Calibration Issue,Pending,4068.82,3
2025-03-05,MCH-2677,Power Failure,Pending,6797.75,7
2020-11-04,MCH-2201,Software Crash,Completed,16597.45,10
2024-04-19,MCH-8913,Wear and Tear,Cancelled,12911.68,3
2025-08-03,MCH-3796,Leakage,Pending,1079.77,11
2021-01-18,MCH-4636,Power Failure,Cancelled,28893.15,10
2025-03-27,MCH-3118,Mechanical Jam,Cancelled,17886.44,8
2024-01-05,MCH-4287,Wear and Tear,Completed,16834.51,5
2021-11-28,MCH-9096,Power Failure,Cancelled,42980.74,3
2022-03-10,MCH-8678,Leakage,Pending,30358.76,9
2020-08-22,MCH-6138,Calibration Issue,In Progress,16562.48,3
2022-04-09,MCH-1497,Mechanical Jam,Cancelled,48401.85,6
2021-07-07,MCH-2187,Wear and Tear,Completed,14867.6,8
2023-07-22,MCH-4842,Power Failure,Pending,44745.57,7
2025-01-27,MCH-4940,Calibration Issue,In Progress,38851.04,6
2020-01-31,MCH-4026,Mechanical Jam,Pending,34692.24,12
2021-08-07,MCH-3488,Wear and Tear,In Progress,6227.46,2
2023-10-25,MCH-3929,Calibration Issue,Completed,28380.65,2
2024-05-12,MCH-5443,Software Crash,In Progress,28844.7,3
2023-02-11,MCH-7335,Sensor Error,Pending,23027.32,7
2025-12-26,MCH-2467,Sensor Error,Completed,20453.28,5
2025-07-24,MCH-1643,Mechanical Jam,In Progress,5014.42,3
2023-09-15,MCH-6373,Overheating,Completed,22942.96,7
2022-06-24,MCH-7926,Calibration Issue,Pending,17100.11,9
2025-05-04,MCH-3133,Wear and Tear,In Progress,29214.54,7
2020-11-09,MCH-9566,Sensor Error,Completed,31114.96,8
2023-11-29,MCH-6120,Power Failure,Pending,47879.07,4
2020-02-16,MCH-7443,Power Failure,Cancelled,47038.48,8
2020-09-18,MCH-4569,Wear and Tear,Pending,35560.89,11
2023-02-18,MCH-3289,Mechanical Jam,In Progress,24734.86,6
2025-09-27,MCH-1837,Wear and Tear,Completed,3027.45,11
2023-12-06,MCH-1838,Power Failure,Pending,9134.19,1
2024-04-22,MCH-4565,Software Crash,Pending,26726.88,7
2024-01-04,MCH-1370,Leakage,Completed,7553.36,8
2023-11-10,MCH-8272,Power Failure,In Progress,3680.38,4
2022-04-07,MCH-7109,Leakage,Pending,20225.77,8
2023-10-14,MCH-1744,Overheating,Cancelled,42999.61,12
2024-07-21,MCH-6373,Calibration Issue,In Progress,21723.48,8
2023-07-18,MCH-7162,Mechanical Jam,In Progress,26114.01,8
2020-11-24,MCH-5506,Sensor Error,Completed,1218.71,1
2021-03-06,MCH-7906,Calibration Issue,Cancelled,1829.36,2
2021-05-13,MCH-6979,Calibration Issue,Completed,15257.14,2
2023-08-21,MCH-7101,Leakage,In Progress,32214.01,6
2023-05-12,MCH-8046,Leakage,Pending,3037.71,1
2024-04-03,MCH-8399,Overheating,Cancelled,9456.87,10
2023-10-19,MCH-6872,Overheating,Pending,32789.27,6
2023-10-20,MCH-4897,Software Crash,Pending,25029.0,4
2025-11-13,MCH-1209,Software Crash,Completed,42713.34,6
2021-05-28,MCH-2515,Calibration Issue,In Progress,30088.23,2
2021-06-28,MCH-3658,Software Crash,In Progress,18698.51,12
2020-09-20,MCH-1145,Mechanical Jam,Completed,8240.66,6
2022-12-24,MCH-6291,Wear and Tear,Completed,25422.21,2
2024-09-17,MCH-7188,Leakage,Pending,19957.99,1
2021-10-03,MCH-6109,Overheating,In Progress,29692.08,2
2020-05-04,MCH-5933,Power Failure,Completed,4591.34,1
2023-11-04,MCH-9451,Sensor Error,In Progress,46080.38,9
2022-02-04,MCH-7615,Leakage,In Progress,2403.33,9
2025-01-31,MCH-4874,Calibration Issue,Cancelled,28649.37,1
2020-01-13,MCH-6599,Power Failure,Pending,19609.54,7
2022-05-18,MCH-6449,Software Crash,Cancelled,3116.16,5
2022-12-15,MCH-4037,Wear and Tear,In Progress,1652.2,6
2022-09-12,MCH-2721,Sensor Error,Completed,18985.53,8
2023-07-09,MCH-3968,Leakage,In Progress,34224.99,8
2024-10-08,MCH-2262,Wear and Tear,Pending,12201.12,7
2022-05-03,MCH-1309,Mechanical Jam,Completed,6416.91,8
2020-06-24,MCH-4374,Mechanical Jam,Cancelled,16084.25,2
2024-04-05,MCH-3807,Wear and Tear,In Progress,16218.07,10
2025-07-09,MCH-2606,Overheating,Pending,29609.62,7
2024-05-19,MCH-2256,Power Failure,In Progress,20322.03,10
2022-04-08,MCH-3957,Overheating,Completed,1149.15,4
2025-01-17,MCH-7799,Mechanical Jam,Cancelled,31328.28,6
2022-08-18,MCH-1362,Sensor Error,Cancelled,35774.36,7
2025-06-27,MCH-6874,Leakage,In Progress,2495.29,7
2023-01-29,MCH-1169,Power Failure,Pending,5643.77,7
2020-03-22,MCH-8413,Leakage,Cancelled,20488.39,10
2020-09-09,MCH-9019,Sensor Error,Completed,8049.06,1
2022-06-16,MCH-4441,Calibration Issue,In Progress,12919.17,4
2022-10-09,MCH-9855,Calibration Issue,In Progress,1826.8,10
2021-02-24,MCH-2760,Leakage,In Progress,19262.13,1
2025-03-25,MCH-8618,Calibration Issue,In Progress,9267.17,5
2021-08-01,MCH-4298,Leakage,Cancelled,45416.16,5
2021-09-06,MCH-6318,Mechanical Jam,In Progress,4757.72,7
2023-05-01,MCH-8573,Leakage,In Progress,36962.01,8
2020-11-11,MCH-8156,Power Failure,Cancelled,49520.96,11
2023-10-09,MCH-5403,Calibration Issue,Pending,21255.39,4
2023-05-02,MCH-6190,Overheating,Cancelled,20160.21,4
2022-08-31,MCH-5169,Power Failure,Completed,19786.87,2
2024-06-10,MCH-7838,Sensor Error,Completed,3322.37,4
2022-08-27,MCH-4355,Power Failure,Pending,47984.17,3
2022-08-10,MCH-5890,Power Failure,Pending,30089.23,1
2024-12-11,MCH-9418,Power Failure,Pending,29265.19,6
2024-01-09,MCH-5317,Leakage,Pending,45618.44,7
2022-02-03,MCH-1714,Calibration Issue,Cancelled,8100.71,3
2024-10-05,MCH-3279,Mechanical Jam,Completed,40458.34,11
2022-02-14,MCH-9357,Overheating,Completed,41698.92,5
2021-06-06,MCH-8648,Overheating,Completed,43681.44,1
2025-10-01,MCH-9984,Calibration Issue,In Progress,30274.8,2
2024-01-21,MCH-7351,Mechanical Jam,In Progress,2898.51,2
2020-06-24,MCH-3922,Power Failure,Pending,35742.78,10
2024-11-05,MCH-4120,Mechanical Jam,Completed,12889.53,3
2021-04-12,MCH-2066,Power Failure,Completed,22296.29,1
2024-09-27,MCH-5988,Overheating,Completed,36215.85,3
2023-04-05,MCH-9299,Mechanical Jam,Pending,14959.08,10
2025-01-07,MCH-2693,Calibration Issue,Pending,33062.64,1
2023-03-29,MCH-5320,Mechanical Jam,Completed,47995.35,5
2024-06-24,MCH-8065,Mechanical Jam,Completed,28015.58,1
2023-08-21,MCH-3255,Power Failure,Completed,8242.88,10
2022-12-24,MCH-4838,Calibration Issue,Cancelled,1440.77,10
2023-10-19,MCH-1147,Mechanical Jam,Completed,42925.74,2
2022-06-29,MCH-4376,Mechanical Jam,Cancelled,42382.3,5
2021-07-11,MCH-6114,Power Failure,Pending,38307.36,12
2025-10-17,MCH-8863,Overheating,Cancelled,34749.18,7
2021-03-14,MCH-3562,Wear and Tear,Cancelled,12108.73,2
2021-10-29,MCH-8184,Software Crash,Completed,2754.95,5
2025-06-22,MCH-9898,Overheating,Pending,30115.51,6
2022-08-12,MCH-3415,Overheating,Pending,18894.06,11
2020-02-15,MCH-2242,Sensor Error,Pending,36764.15,7
2024-03-06,MCH-3973,Mechanical Jam,Completed,19134.6,3
2025-03-11,MCH-1830,Software Crash,Cancelled,34984.08,5
2025-09-10,MCH-2654,Leakage,In Progress,47887.38,9
2021-03-15,MCH-7676,Overheating,In Progress,13419.88,1
2024-12-16,MCH-9611,Calibration Issue,In Progress,16162.27,4
2021-05-22,MCH-4567,Software Crash,In Progress,12714.16,11
2021-08-27,MCH-4036,Power Failure,Completed,16836.7,5
2025-09-06,MCH-8243,Sensor Error,In Progress,9887.01,9
2022-01-19,MCH-9190,Power Failure,Pending,24392.33,1
2025-01-10,MCH-2348,Overheating,Cancelled,37608.58,8
2023-03-01,MCH-4650,Wear and Tear,Cancelled,18764.18,7
2025-12-18,MCH-8820,Sensor Error,Pending,49682.65,3
2020-05-11,MCH-7699,Sensor Error,Cancelled,17191.34,3
2020-06-18,MCH-7355,Software Crash,Completed,35415.27,1
2020-01-22,MCH-1715,Wear and Tear,Completed,5341.77,11
2022-09-02,MCH-6658,Wear and Tear,Pending,19669.33,8
2024-09-24,MCH-4973,Power Failure,Completed,7367.67,5
2020-02-26,MCH-2734,Mechanical Jam,Pending,37996.62,7
2021-10-23,MCH-3332,Sensor Error,In Progress,4669.27,4
2025-10-05,MCH-7981,Software Crash,Cancelled,10157.38,11
2022-05-14,MCH-6827,Power Failure,Pending,5105.79,5
2020-05-31,MCH-1115,Software Crash,In Progress,14773.28,9
2022-05-02,MCH-8385,Mechanical Jam,Pending,37033.57,1
2023-01-27,MCH-5400,Sensor Error,Pending,2544.46,4
2025-03-22,MCH-9396,Wear and Tear,Completed,11063.03,9
2023-02-23,MCH-6351,Overheating,Pending,18379.37,9
2023-01-01,MCH-9819,Power Failure,In Progress,24017.75,10
2024-03-31,MCH-8647,Mechanical Jam,Completed,31111.01,1
2021-01-26,MCH-4487,Calibration Issue,Cancelled,5505.03,5
2023-04-04,MCH-3482,Wear and Tear,Cancelled,23086.29,12
2021-03-21,MCH-1997,Sensor Error,Pending,32138.39,9
2021-05-03,MCH-8296,Calibration Issue,In Progress,7881.66,9
2020-01-09,MCH-2603,Power Failure,In Progress,45245.15,6
2023-09-05,MCH-8200,Calibration Issue,Cancelled,41254.85,5
2020-11-23,MCH-1007,Calibration Issue,Cancelled,10737.33,4
2022-08-16,MCH-3116,Software Crash,In Progress,8906.77,3
2022-05-28,MCH-8356,Power Failure,In Progress,8756.18,4
2023-11-08,MCH-5687,Mechanical Jam,Completed,43936.35,2
2023-11-18,MCH-7876,Wear and Tear,In Progress,21327.34,3
2025-04-08,MCH-3176,Calibration Issue,Cancelled,40934.99,9
2025-08-10,MCH-8316,Wear and Tear,Pending,19770.65,8
2022-01-17,MCH-2364,Power Failure,Pending,5652.25,5
2023-11-25,MCH-7424,Overheating,In Progress,8544.63,7
2024-07-22,MCH-8795,Sensor Error,Cancelled,14720.55,10
2022-04-28,MCH-3778,Leakage,In Progress,755.02,6
2025-02-18,MCH-1401,Overheating,Completed,33690.3,4
2023-01-26,MCH-4350,Leakage,Pending,28023.95,12
2024-05-10,MCH-5101,Wear and Tear,Completed,31148.06,9
2023-04-25,MCH-7464,Leakage,Pending,46257.38,11
2023-11-24,MCH-8660,Sensor Error,Completed,46670.41,10
2022-10-24,MCH-4530,Leakage,Pending,16148.38,6
2025-10-26,MCH-3919,Mechanical Jam,In Progress,7245.63,7
2020-12-24,MCH-1007,Software Crash,In Progress,33245.22,8
2022-12-18,MCH-7570,Leakage,Pending,31357.29,10
2021-12-09,MCH-4632,Wear and Tear,Completed,48055.51,4
2024-11-02,MCH-4106,Sensor Error,In Progress,18577.83,10
2023-07-20,MCH-6808,Mechanical Jam,In Progress,32887.85,4
2020-05-05,MCH-6747,Calibration Issue,Pending,49680.29,10
2021-02-06,MCH-2057,Leakage,In Progress,10616.95,6
2022-10-01,MCH-5830,Mechanical Jam,In Progress,15830.13,9
2020-07-25,MCH-6371,Overheating,Completed,1925.83,8
2021-12-30,MCH-7186,Software Crash,Pending,13513.89,8
2020-05-08,MCH-6734,Wear and Tear,In Progress,47203.16,10
2023-10-16,MCH-2369,Power Failure,Cancelled,11799.82,4
2021-02-16,MCH-7669,Calibration Issue,Pending,25988.69,9
2022-07-30,MCH-3108,Mechanical Jam,Pending,14532.4,3
2024-07-07,MCH-2835,Wear and Tear,Pending,10106.86,10
2023-03-10,MCH-5438,Power Failure,Completed,20966.18,8
2022-07-22,MCH-1705,Sensor Error,In Progress,15626.41,12
2024-12-11,MCH-8772,Calibration Issue,Completed,32877.85,6
2025-09-11,MCH-5213,Wear and Tear,Cancelled,47659.47,2
2024-11-27,MCH-5671,Wear and Tear,Completed,31707.94,5
2025-12-26,MCH-8419,Leakage,Completed,30777.02,10
2023-01-24,MCH-3035,Sensor Error,Pending,32401.9,7
2021-06-17,MCH-4801,Mechanical Jam,In Progress,48204.75,9
2021-10-03,MCH-6560,Sensor Error,In Progress,9257.69,9
2025-01-07,MCH-2626,Power Failure,Cancelled,12674.44,9
2022-02-05,MCH-9607,Wear and Tear,Cancelled,45157.38,2
2023-09-04,MCH-2987,Wear and Tear,Cancelled,28767.35,7
2025-01-06,MCH-5377,Calibration Issue,Cancelled,16073.91,9
2021-05-22,MCH-2553,Sensor Error,In Progress,29211.56,11
2022-08-30,MCH-6160,Overheating,In Progress,13659.32,9
2020-01-10,MCH-9346,Calibration Issue,Cancelled,46324.68,10
2023-10-17,MCH-2418,Mechanical Jam,Completed,22732.47,8
2024-11-08,MCH-2578,Software Crash,Completed,2875.93,4
2024-04-04,MCH-6165,Wear and Tear,Completed,1367.75,4
2021-03-08,MCH-8002,Calibration Issue,Completed,39386.15,2
2023-12-05,MCH-8155,Power Failure,In Progress,1121.84,1
2021-02-16,MCH-6683,Overheating,Cancelled,41364.73,10
2020-09-11,MCH-3599,Power Failure,Pending,2628.6,2
2024-06-17,MCH-4774,Overheating,Completed,24076.32,8
2024-05-02,MCH-3948,Software Crash,In Progress,15277.05,4
2022-08-03,MCH-8794,Leakage,Cancelled,42575.75,9
2021-08-14,MCH-2380,Software Crash,Completed,18435.72,8
2020-12-07,MCH-7370,Leakage,In Progress,25949.44,11
2024-07-25,MCH-9746,Power Failure,Pending,40700.07,8
2020-08-04,MCH-4849,Sensor Error,Pending,35997.91,7
2025-08-02,MCH-3221,Sensor Error,In Progress,13496.21,12
2023-05-09,MCH-4053,Mechanical Jam,Completed,15631.6,7
2022-01-18,MCH-2231,Calibration Issue,Completed,26980.96,7
2021-10-27,MCH-1336,Power Failure,Completed,4485.96,8
2025-11-15,MCH-1701,Power Failure,In Progress,19662.38,12
2021-01-08,MCH-9563,Software Crash,Cancelled,5287.71,2
2025-11-10,MCH-6984,Overheating,Cancelled,47530.4,8
2020-12-15,MCH-2707,Power Failure,Cancelled,47254.98,2
2023-03-29,MCH-2877,Sensor Error,Completed,6962.36,2
2021-11-27,MCH-7400,Wear and Tear,Cancelled,45946.05,11
2025-12-27,MCH-9621,Power Failure,In Progress,34171.12,3
2020-03-19,MCH-1016,Software Crash,Cancelled,31190.98,4
2024-11-15,MCH-8600,Sensor Error,Pending,22830.53,9
2022-02-28,MCH-3069,Overheating,Pending,29641.8,5
2023-12-13,MCH-5870,Overheating,Completed,42744.99,7
2023-10-19,MCH-1485,Overheating,In Progress,28198.41,7
2023-04-18,MCH-6701,Sensor Error,Cancelled,26599.45,6
2021-10-26,MCH-6645,Calibration Issue,Completed,45076.2,12
2024-12-03,MCH-9872,Software Crash,Cancelled,14279.67,11
2025-06-27,MCH-5339,Power Failure,In Progress,11932.15,10
2023-04-26,MCH-6381,Power Failure,In Progress,44069.38,3
2023-06-26,MCH-7400,Overheating,Cancelled,20397.65,5
2022-05-02,MCH-7594,Mechanical Jam,Completed,44546.59,5
2020-10-15,MCH-5682,Leakage,Completed,12238.28,11
2022-08-17,MCH-7799,Sensor Error,In Progress,32235.4,12
2024-04-11,MCH-4586,Wear and Tear,Cancelled,959.76,11
2023-12-26,MCH-4987,Software Crash,Pending,2722.37,9
2020-10-09,MCH-6940,Calibration Issue,Completed,15123.68,11
2022-10-26,MCH-4870,Overheating,Completed,35341.86,9
2020-05-28,MCH-9684,Calibration Issue,Completed,23913.23,9
2021-04-23,MCH-6468,Mechanical Jam,Pending,35889.23,11
2023-01-28,MCH-3540,Overheating,Pending,22234.93,2
2025-02-19,MCH-7763,Calibration Issue,Pending,27450.37,3
2023-04-28,MCH-7271,Leakage,Pending,25746.22,8
2021-12-31,MCH-8284,Calibration Issue,In Progress,31028.7,7
2025-01-13,MCH-4662,Mechanical Jam,Cancelled,2904.56,11
2021-07-10,MCH-2933,Wear and Tear,In Progress,34578.61,2
2022-11-11,MCH-4061,Overheating,In Progress,10862.66,6
2021-10-18,MCH-7526,Calibration Issue,In Progress,12224.09,7
2020-01-04,MCH-4011,Wear and Tear,Completed,20521.0,3
2022-08-18,MCH-8317,Overheating,Completed,23429.05,12
2020-05-03,MCH-9697,Wear and Tear,Pending,24047.42,9
2025-11-10,MCH-1492,Wear and Tear,In Progress,5531.94,9
2025-12-08,MCH-4995,Software Crash,Cancelled,43948.17,8
2025-07-12,MCH-3394,Software Crash,Completed,14942.71,1
2022-10-31,MCH-3981,Leakage,Pending,22954.27,5
2024-07-04,MCH-7347,Leakage,Completed,34332.3,9
2021-09-24,MCH-6069,Wear and Tear,Completed,543.92,2
2025-08-29,MCH-6304,Sensor Error,Pending,26502.26,1
2023-01-13,MCH-8150,Overheating,Completed,45134.66,8
2020-04-08,MCH-1551,Mechanical Jam,Completed,22172.75,11
2020-06-23,MCH-4439,Wear and Tear,Completed,45002.45,1
2022-08-22,MCH-7172,Software Crash,In Progress,35150.25,6
2021-11-03,MCH-9811,Power Failure,Cancelled,14251.35,12
2024-05-21,MCH-9802,Mechanical Jam,In Progress,23214.8,5
2023-01-31,MCH-1726,Power Failure,Completed,41002.68,10
2024-02-20,MCH-4298,Software Crash,Cancelled,34777.02,3
2025-06-10,MCH-7195,Overheating,In Progress,49165.64,8
2022-08-26,MCH-4227,Calibration Issue,Pending,25933.2,8
2025-06-23,MCH-7701,Leakage,Pending,31712.44,2
2022-07-24,MCH-4102,Calibration Issue,Completed,33399.27,10
2023-10-07,MCH-3038,Overheating,Completed,40832.44,5
2020-07-26,MCH-9093,Wear and Tear,Pending,41018.08,2
2023-11-16,MCH-6971,Mechanical Jam,Cancelled,7831.33,3
2021-02-27,MCH-3944,Power Failure,Cancelled,26677.39,12
2025-02-15,MCH-7374,Software Crash,In Progress,36523.47,10
2025-09-13,MCH-6064,Leakage,Completed,42388.7,8
2022-08-16,MCH-1481,Software Crash,In Progress,21058.63,8
2024-05-24,MCH-9919,Sensor Error,Cancelled,1700.99,12
2024-02-29,MCH-5230,Software Crash,Completed,10209.44,9
2022-07-04,MCH-3914,Sensor Error,Completed,33160.74,4
2022-08-08,MCH-8478,Software Crash,In Progress,41895.86,5
2021-10-05,MCH-8256,Mechanical Jam,In Progress,3658.87,2
2022-12-05,MCH-9460,Calibration Issue,In Progress,45522.32,5
2022-12-13,MCH-3982,Sensor Error,Pending,22880.32,5
2024-09-02,MCH-2851,Leakage,Completed,21341.5,6
2025-06-11,MCH-9562,Software Crash,In Progress,48054.25,12
2024-07-17,MCH-6905,Leakage,Pending,36029.27,1
